id_duplicado;quantidade
153127;4
179339;4
234328;4
231358;4
111200;4
134403;4
227528;4
120230;4
221849;4
167478;4
230218;4
158997;4
165053;4
171729;4
172253;4
213287;4
119732;4
214293;4
116387;4
220590;4
224418;4
159515;4
200323;4
156533;4
199302;4
116736;4
214807;4
138119;4
125086;4
198035;4
223579;4
155214;4
172508;4
223472;4
197345;4
184572;4
205397;4
176628;4
118281;4
109177;4
167689;4
226022;4
124788;4
151271;4
150614;4
229204;4
184051;4
121070;4
181773;4
147364;4
105248;4
174539;4
109044;4
139541;4
128742;4
204044;4
186888;4
199065;4
214195;4
155670;4
160056;4
163518;4
221929;4
140098;4
177313;4
210639;4
191196;4
118552;4
137615;4
206150;4
198508;4
117582;4
183964;4
186392;4
214420;4
158934;4
149796;4
215564;4
115036;4
214827;4
231150;4
129030;4
163807;4
139462;4
209919;4
154879;4
111202;4
146127;4
120584;4
108511;4
213462;4
161415;4
151404;4
197500;4
106378;4
222471;4
171706;4
139917;4
148203;4
172264;4
176070;4
118522;4
131316;4
149091;4
104822;4
235912;4
176789;4
147593;4
135427;4
180529;4
162044;4
120767;4
194914;4
139665;4
140487;4
152412;4
210839;4
171296;4
202621;4
135546;4
167378;4
194721;4
225923;4
161215;4
204111;4
116928;4
209557;4
130604;4
125623;4
114599;4
124470;4
159541;4
149159;4
176422;4
113578;4
118251;4
195783;4
214150;4
183847;4
883879;4
895418;4
647753;4
886879;4
887572;4
180490;4
193454;4
117078;4
149124;4
146687;4
201630;4
118483;4
168706;4
118816;4
128933;4
170052;4
232998;4
120637;4
227945;4
162151;4
234826;4
162047;4
228608;4
193786;4
131577;4
157393;4
194694;4
120832;4
175088;4
154152;4
210592;4
213647;4
211819;4
173403;4
113234;4
106363;4
839415;4
498878;4
888875;4
216765;4
232822;4
187288;4
146816;4
218732;4
154481;4
128720;4
542466;4
165581;4
153647;4
133073;4
153378;4
126676;4
173687;4
134582;4
211605;4
149006;4
213298;4
222634;4
181706;4
147826;4
120590;4
215502;4
105228;4
232744;4
118244;4
172821;4
168112;4
230449;4
199200;4
202106;4
140101;4
137903;4
227629;4
151464;4
115650;4
110988;4
175858;4
204709;4
139776;4
166198;4
138695;4
174728;4
216109;4
129379;4
113905;4
155104;4
140199;4
158644;4
139296;4
228425;4
178846;4
231083;4
190455;4
209278;4
158409;4
123889;4
140286;4
201526;4
146298;4
195908;4
153470;4
172624;4
136532;4
206642;4
107420;4
176684;4
215952;4
124345;4
173979;4
205249;4
213468;4
206544;4
196709;4
134341;4
226533;4
137748;4
107490;4
231588;4
150762;4
213178;4
138707;4
120396;4
220725;4
155447;4
159242;4
116971;4
223168;4
212011;4
160398;4
171757;4
205407;4
194933;4
111345;4
148815;4
231483;4
230023;4
193638;4
147730;4
218186;4
139106;4
179612;4
124807;4
117762;4
201879;4
118981;4
125973;4
227249;4
128535;4
196075;4
201114;4
199109;4
130854;4
230814;4
198770;4
164203;4
172870;4
173004;4
187452;4
124055;4
201451;4
135013;4
151007;4
121755;4
151306;4
206282;4
201849;4
225157;4
229019;4
151707;4
221443;4
196720;4
174377;4
196925;4
117547;4
109680;4
165112;4
112621;4
217206;4
218882;4
130266;4
202531;4
210297;4
193715;4
186998;4
153031;4
138803;4
231022;4
129224;4
137918;4
121316;4
117506;4
113361;4
178036;4
106389;4
202926;4
140998;4
205993;4
231267;4
229602;4
112007;4
230915;4
209831;4
113456;4
117109;4
140900;4
126363;4
160286;4
214863;4
114460;4
214098;4
170679;4
217766;4
112500;4
125228;4
217761;4
169629;4
116685;4
206982;4
212221;4
125321;4
114678;4
217268;4
118034;4
174704;4
200534;4
125029;4
226524;4
143033;4
197310;4
231244;4
224935;4
189896;4
139819;4
230839;4
229113;4
185984;4
168672;4
148655;4
227472;4
198551;4
194153;4
152480;4
142529;4
216480;4
129091;4
321902;4
111136;4
186246;4
224623;4
168922;4
173860;4
887065;4
106692;4
159974;4
129935;4
134831;4
220375;4
216688;4
118133;4
214216;4
167140;4
139786;4
140091;4
170108;4
227482;4
206984;4
219375;4
154136;4
209500;4
205251;4
108264;4
148552;4
151023;4
225653;4
207701;4
223262;4
155761;4
211810;4
134518;4
198254;4
108972;4
168440;4
147410;4
110654;4
213449;4
178923;4
216640;4
164091;4
232909;4
141046;4
140051;4
151091;4
130192;4
138904;4
194903;4
182386;4
895406;4
135675;4
119252;4
116411;4
113956;4
156106;4
196991;4
211165;4
168151;4
148680;4
148846;4
203812;4
221803;4
204932;4
217851;4
206297;4
193351;4
182346;4
105004;4
160700;4
107544;4
206443;4
127876;4
176582;4
193031;4
174166;4
149096;4
194300;4
139885;4
162450;4
121557;4
117120;4
203265;4
156015;4
218703;4
217570;4
113587;4
195449;4
212138;4
152161;4
204769;4
177899;4
146683;4
162229;4
165407;4
143448;4
199189;4
883975;4
197651;4
148901;4
965547;4
140663;4
197184;4
195867;4
152045;4
175584;4
221774;4
128359;4
125413;4
225716;4
232045;4
160709;4
167084;4
153211;4
146829;4
229303;4
149355;4
222539;4
155027;4
223513;4
206632;4
115788;4
220523;4
174896;4
168941;4
184110;4
172460;4
125238;4
174584;4
173102;4
158303;4
202804;4
133489;4
137670;4
152249;4
183336;4
189923;4
220768;4
127221;4
203296;4
191437;4
149049;4
135020;4
145746;4
130154;4
111810;4
205928;4
139599;4
202894;4
217742;4
151732;4
174905;4
118242;4
172693;4
154506;4
138108;4
105593;4
224720;4
111561;4
229669;4
195362;4
155737;4
131062;4
138749;4
158888;4
184789;4
133061;4
123493;4
118708;4
156731;4
124403;4
190553;4
205472;4
211653;4
147381;4
140990;4
189772;4
125898;4
190110;4
194885;4
156212;4
112687;4
122513;4
155419;4
124913;4
228573;4
175179;4
216735;4
197208;4
231522;4
232549;4
115467;4
226174;4
123419;4
175554;4
193488;4
112684;4
106941;4
179566;4
221922;4
183949;4
196845;4
192728;4
139006;4
164145;4
166801;4
219095;4
108326;4
151185;4
154860;4
186296;4
194518;4
211208;4
164699;4
173299;4
212118;4
153406;4
191194;4
201542;4
216221;4
201456;4
196251;4
169776;4
153149;4
230542;4
134301;4
177674;4
212569;4
211920;4
135317;4
214451;4
134178;4
152584;4
121796;4
126956;4
168057;4
232978;4
152020;4
192336;4
167907;4
230406;4
187404;4
199455;4
211013;4
105686;4
152109;4
225554;4
149644;4
161810;4
163554;4
139932;4
152212;4
123985;4
130976;4
187909;4
117027;4
148646;4
119880;4
201938;4
154435;4
138645;4
167414;4
104992;4
156754;4
167825;4
220769;4
193506;4
177645;4
202183;4
117851;4
132493;4
156465;4
891246;4
883870;4
965596;4
116789;4
149205;4
140690;4
192630;4
229622;4
143490;4
105947;4
181439;4
203777;4
172477;4
189987;4
183757;4
212127;4
127768;4
175034;4
118640;4
196725;4
173322;4
212733;4
140129;4
130617;4
124513;4
145685;4
232271;4
196598;4
160161;4
113033;4
191180;4
203033;4
202741;4
147733;4
146518;4
155319;4
137791;4
207845;4
151989;4
140619;4
110639;4
187904;4
225146;4
140185;4
231165;4
189261;4
148797;4
106564;4
194253;4
181890;4
113261;4
200381;4
183503;4
200561;4
222742;4
165076;4
109738;4
205801;4
119111;4
152220;4
112975;4
184719;4
216960;4
227451;4
224264;4
211261;4
121014;4
196756;4
205828;4
219228;4
134776;4
217844;4
107660;4
157943;4
120573;4
106549;4
141748;4
168016;4
198640;4
169476;4
206116;4
152098;4
227938;4
230725;4
139939;4
137152;4
121940;4
115352;4
219225;4
140916;4
139855;4
211305;4
220142;4
151518;4
224812;4
135092;4
121614;4
203269;4
208028;4
148990;4
199574;4
207723;4
209022;4
172110;4
198756;4
887858;4
135287;4
198486;4
163651;4
137220;4
150436;4
201469;4
153096;4
153635;4
208108;4
209925;4
215662;4
201553;4
137769;4
227595;4
194692;4
127047;4
140263;4
106633;4
155651;4
235867;4
134287;4
159538;4
140763;4
209312;4
155247;4
205722;4
141547;4
222278;4
192791;4
143082;4
122229;4
175511;4
161074;4
226729;4
152051;4
150369;4
203634;4
137198;4
150945;4
173017;4
173286;4
213321;4
115945;4
187272;4
235472;4
113535;4
121333;4
117407;4
891395;4
170175;4
223220;4
182711;4
163241;4
212435;4
117543;4
218819;4
130719;4
224778;4
132930;4
206601;4
174128;4
150148;4
215471;4
134896;4
194489;4
149499;4
192956;4
192373;4
168819;4
151013;4
169294;4
139889;4
114977;4
171740;4
149018;4
223329;4
106200;4
144091;4
211600;4
116749;4
184491;4
200366;4
155196;4
152009;4
172069;4
291070;4
105066;4
183039;4
199050;4
152516;4
170213;4
213372;4
164915;4
889755;4
888887;4
893476;4
893501;4
221945;4
113916;4
211418;4
124545;4
180533;4
225091;4
167752;4
146921;4
188916;4
222982;4
230683;4
195767;4
186173;4
220696;4
195359;4
118284;4
192859;4
146955;4
221049;4
215579;4
151612;4
168038;4
121481;4
190949;4
184123;4
137696;4
221873;4
201340;4
228570;4
192771;4
108159;4
218401;4
140153;4
210817;4
139326;4
125855;4
148660;4
173956;4
196606;4
187547;4
169307;4
204562;4
140345;4
170147;4
124825;4
105895;4
127957;4
197888;4
192836;4
162158;4
141067;4
199201;4
111908;4
138050;4
225334;4
156651;4
117076;4
157952;4
140987;4
121412;4
207224;4
129237;4
230038;4
106983;4
167005;4
199259;4
106020;4
178738;4
222325;4
115957;4
120493;4
226655;4
223935;4
112701;4
177229;4
225249;4
155953;4
172451;4
136108;4
120398;4
172120;4
128341;4
196218;4
155556;4
153069;4
158231;4
161442;4
219820;4
116207;4
117714;4
135424;4
184606;4
149216;4
168911;4
225912;4
194905;4
121158;4
193543;4
173770;4
190754;4
175643;4
154714;4
118670;4
120473;4
220278;4
112747;4
124144;4
202475;4
202881;4
159238;4
159369;4
230416;4
220683;4
135470;4
214089;4
117602;4
120685;4
145251;4
127853;4
228713;4
172631;4
192918;4
134608;4
170439;4
174843;4
170477;4
185643;4
126329;4
192464;4
140977;4
154432;4
231965;4
119932;4
231778;4
231973;4
176784;4
172599;4
166296;4
135126;4
110111;4
125079;4
208234;4
181152;4
118166;4
158867;4
147884;4
222100;4
179618;4
192655;4
153747;4
226418;4
135597;4
201648;4
173278;4
155908;4
231044;4
117386;4
220241;4
138610;4
146044;4
213941;4
189740;4
643612;4
894522;4
832361;4
495019;4
192528;4
187147;4
154137;4
220700;4
182976;4
138883;4
208173;4
192014;4
215195;4
193835;4
206743;4
158185;4
117557;4
194152;4
147661;4
222172;4
123986;4
154068;4
176137;4
162546;4
218937;4
128482;4
215632;4
125369;4
210154;4
202439;4
106496;4
111715;4
206064;4
120194;4
118568;4
172854;4
222176;4
115962;4
191603;4
210963;4
139663;4
173171;4
162972;4
202710;4
211702;4
134754;4
227994;4
152351;4
193952;4
193097;4
165377;4
133431;4
136181;4
215670;4
223933;4
159125;4
131531;4
182671;4
185511;4
126734;4
220585;4
110058;4
225398;4
154916;4
127053;4
126735;4
138258;4
110562;4
150783;4
197358;4
172157;4
134354;4
116816;4
147465;4
172710;4
156521;4
213785;4
202636;4
226653;4
209815;4
126766;4
190475;4
158762;4
196423;4
200818;4
162242;4
208228;4
152134;4
159186;4
130076;4
117143;4
884162;4
887720;4
168079;4
230398;4
218194;4
227324;4
202924;4
111319;4
225883;4
220997;4
233892;4
164083;4
159298;4
196376;4
194567;4
181875;4
132666;4
217497;4
198016;4
136447;4
195933;4
154939;4
228263;4
232714;4
114246;4
202313;4
188867;4
159766;4
109557;4
121410;4
204489;4
225556;4
159057;4
140807;4
165305;4
116478;4
229796;4
213331;4
109910;4
113352;4
186370;4
185498;4
109567;4
139489;4
153016;4
124597;4
152636;4
225202;4
113642;4
108163;4
222875;4
199980;4
177198;4
211081;4
138184;4
146622;4
147582;4
109541;4
121788;4
198039;4
175647;4
108471;4
206548;4
182275;4
155127;4
156183;4
156615;4
121398;4
134734;4
193742;4
112207;4
116015;4
149630;4
123911;4
161836;4
177812;4
112803;4
203638;4
203420;4
178570;4
202056;4
132884;4
146382;4
227045;4
108000;4
139906;4
170744;4
113745;4
166419;4
205588;4
194319;4
141066;4
162997;4
206091;4
158314;4
206015;4
179217;4
175342;4
159189;4
220397;4
176792;4
173380;4
210063;4
209745;4
153086;4
158756;4
136165;4
218196;4
221911;4
223665;4
120354;4
140011;4
127212;4
157031;4
214043;4
193814;4
167764;4
196700;4
189526;4
225582;4
214091;4
113845;4
126823;4
214907;4
119312;4
216494;4
174759;4
203249;4
174237;4
223828;4
178735;4
146498;4
139968;4
158812;4
151180;4
109815;4
202252;4
183582;4
119505;4
126999;4
117824;4
124037;4
136487;4
153667;4
136421;4
186147;4
224040;4
203092;4
190043;4
208035;4
155074;4
156781;4
110533;4
120397;4
200500;4
175021;4
199272;4
206234;4
119581;4
144177;4
147575;4
109575;4
149512;4
118346;4
195256;4
124640;4
175169;4
147669;4
132644;4
222535;4
230862;4
153279;4
887662;4
886973;4
212403;4
211664;4
109527;4
214657;4
233211;4
204176;4
121223;4
225915;4
158891;4
226557;4
111684;4
184636;4
177800;4
235168;4
139276;4
208880;4
179224;4
158938;4
106300;4
212425;4
204828;4
221587;4
174379;4
185155;4
190293;4
227412;4
116414;4
120759;4
222542;4
135029;4
195807;4
115186;4
146693;4
574011;4
639816;4
884954;4
887089;4
158598;4
118824;4
190704;4
126896;4
223488;4
105265;4
226928;4
133929;4
176786;4
206524;4
126469;4
122206;4
150171;4
139564;4
205758;4
211578;4
149794;4
118947;4
106485;4
210660;4
163288;4
175410;4
173720;4
173142;4
158273;4
174156;4
208619;4
107035;4
200258;4
144808;4
190152;4
142911;4
112385;4
176397;4
136489;4
188382;4
116404;4
121192;4
206089;4
162082;4
170178;4
189833;4
212843;4
172590;4
114966;4
162963;4
105748;4
212070;4
895448;4
646881;4
223351;4
118464;4
124083;4
117798;4
137200;4
217688;4
107873;4
149589;4
229326;4
166620;4
151410;4
121738;4
234806;4
156207;4
126297;4
125456;4
199799;4
154846;4
202006;4
131611;4
217965;4
105366;4
106866;4
208624;4
194970;4
113372;4
167488;4
159380;4
111652;4
164511;4
135081;4
228920;4
112492;4
170858;4
192092;4
180820;4
147612;4
227413;4
117510;4
219961;4
222726;4
224470;4
171332;4
200806;4
155006;4
155347;4
138907;4
171130;4
198490;4
113398;4
217850;4
184153;4
119017;4
253160;4
222177;4
114861;4
147982;4
158954;4
139864;4
225052;4
192526;4
149686;4
167822;4
174365;4
225639;4
193041;4
131549;4
199663;4
219374;4
200232;4
180673;4
194820;4
217615;4
159559;4
188518;4
126112;4
159926;4
180834;4
160599;4
230970;4
194693;4
203259;4
220225;4
179341;4
229227;4
136160;4
152657;4
126895;4
176458;4
167300;4
138011;4
190661;4
136841;4
114957;4
230844;4
219387;4
187193;4
158701;4
105445;4
219598;4
121310;4
187383;4
234602;4
207149;4
232753;4
115203;4
233503;4
169628;4
112287;4
140109;4
106000;4
167758;4
151630;4
150664;4
218475;4
221594;4
152702;4
111846;4
116168;4
139135;4
221356;4
192716;4
155563;4
193606;4
171139;4
125393;4
202654;4
196343;4
168230;4
197796;4
133065;4
140136;4
135523;4
115043;4
196077;4
211224;4
232503;4
187346;4
190235;4
171875;4
117373;4
135672;4
195226;4
138000;4
106621;4
105281;4
123445;4
195224;4
153098;4
188184;4
113852;4
221433;4
231345;4
196771;4
147632;4
135339;4
114681;4
191174;4
142372;4
220880;4
108994;4
647438;4
887188;4
118746;4
969496;4
140688;4
126515;4
131345;4
126355;4
120837;4
141851;4
185280;4
176416;4
202898;4
150514;4
194829;4
148970;4
223251;4
148837;4
224080;4
174346;4
180811;4
156780;4
232011;4
207856;4
165531;4
189530;4
889661;4
889892;4
885819;4
177322;4
111422;4
162268;4
114205;4
188001;4
155458;4
218066;4
111550;4
134443;4
179723;4
168219;4
225568;4
136814;4
124899;4
146782;4
124928;4
199156;4
229001;4
153210;4
228679;4
197552;4
181630;4
158716;4
185733;4
207394;4
180754;4
197077;4
156277;4
202002;4
167006;4
219240;4
173048;4
126863;4
204972;4
213557;4
203335;4
169851;4
197923;4
171181;4
214560;4
170431;4
179983;4
135883;4
187262;4
148063;4
199178;4
183172;4
193263;4
172189;4
172559;4
180980;4
190109;4
149542;4
215946;4
118280;4
185068;4
200351;4
164712;4
162504;4
192328;4
186677;4
206032;4
223395;4
195440;4
172731;4
211738;4
174757;4
156281;4
105386;4
228715;4
163648;4
128702;4
127831;4
156193;4
151546;4
168595;4
163724;4
215383;4
202133;4
222663;4
154233;4
195909;4
109723;4
124067;4
151549;4
196312;4
175180;4
201825;4
217300;4
198177;4
213077;4
114049;4
106715;4
138900;4
223111;4
151606;4
211618;4
155100;4
106793;4
172613;4
210897;4
211020;4
201855;4
215131;4
195061;4
124294;4
131255;4
192681;4
135017;4
210263;4
179272;4
117632;4
209853;4
193416;4
188187;4
191679;4
104999;4
127661;4
136404;4
194238;4
192796;4
191606;4
135572;4
210236;4
205205;4
125118;4
146879;4
161751;4
117776;4
213780;4
129835;4
135994;4
154287;4
197155;4
121409;4
187419;4
193167;4
215265;4
219247;4
231663;4
160011;4
110392;4
132677;4
216265;4
175725;4
202815;4
213629;4
172584;4
205346;4
136728;4
229482;4
200711;4
181416;4
155930;4
172205;4
129950;4
176149;4
155256;4
157171;4
170467;4
179597;4
182110;4
157934;4
133550;4
127908;4
119072;4
113786;4
109310;4
121692;4
173015;4
118501;4
228227;4
122822;4
888889;4
208328;4
195618;4
122653;4
214024;4
140045;4
157664;4
165783;4
222341;4
173883;4
223151;4
147096;4
163183;4
161048;4
178030;4
114447;4
229717;4
203828;4
115698;4
114835;4
216606;4
171354;4
215929;4
226994;4
162191;4
110969;4
140669;4
218764;4
178127;4
231913;4
225043;4
172959;4
203374;4
201649;4
162486;4
194910;4
226747;4
132887;4
625306;4
154578;4
139294;4
124970;4
886877;4
885427;4
643630;4
116082;4
885825;4
887050;4
889910;4
157864;4
215779;4
120850;4
223383;4
180011;4
185294;4
226650;4
148284;4
230906;4
114470;4
192783;4
232550;4
120308;4
116375;4
221819;4
115437;4
216070;4
231310;4
114029;4
153854;4
151675;4
181617;4
148125;4
206758;4
182296;4
188652;4
230744;4
115691;4
198842;4
116933;4
165589;4
149789;4
140752;4
210320;4
892169;4
892085;4
894026;4
204850;4
177765;4
224196;4
217723;4
199912;4
136590;4
124462;4
176539;4
121818;4
169697;4
184122;4
208569;4
130170;4
206692;4
214255;4
181186;4
195593;4
137110;4
192411;4
111258;4
172175;4
192171;4
232102;4
222241;4
167885;4
140853;4
150394;4
225246;4
118128;4
169247;4
231096;4
172540;4
199570;4
118950;4
177148;4
205900;4
216966;4
162461;4
157333;4
227597;4
168225;4
114496;4
113476;4
140352;4
165738;4
186322;4
146274;4
210729;4
217378;4
108036;4
170852;4
120238;4
228531;4
110128;4
205098;4
179844;4
206940;4
110817;4
131130;4
136609;4
109684;4
169236;4
208689;4
190198;4
165075;4
149143;4
228615;4
124153;4
189397;4
121592;4
194754;4
130562;4
230638;4
152568;4
128066;4
159077;4
113471;4
204650;4
207891;4
253703;4
141060;4
122374;4
153681;4
194841;4
174105;4
134130;4
150420;4
173253;4
112307;4
118468;4
126194;4
188699;4
148356;4
136899;4
198709;4
166740;4
229149;4
182397;4
169815;4
201315;4
183285;4
157120;4
110932;4
220620;4
152916;4
113822;4
221999;4
115314;4
154019;4
226587;4
227335;4
217035;4
130089;4
152999;4
134628;4
150660;4
158264;4
199634;4
218658;4
218111;4
206379;4
218650;4
166482;4
105306;4
172627;4
199943;4
169727;4
153267;4
140896;4
181566;4
152108;4
170183;4
221289;4
210956;4
140160;4
203988;4
112353;4
211055;4
117074;4
106547;4
128132;4
216269;4
120878;4
157608;4
229087;4
153912;4
205518;4
123211;4
185260;4
213383;4
224231;4
214188;4
110115;4
154462;4
210595;4
124243;4
235434;4
194402;4
232756;4
188584;4
161774;4
152430;4
151748;4
189847;4
201858;4
132320;4
208150;4
111219;4
205297;4
151691;4
145468;4
217434;4
883660;4
883519;4
181484;4
216753;4
198003;4
156788;4
189459;4
182757;4
235180;4
172795;4
174181;4
163510;4
172510;4
201968;4
203549;4
124675;4
174889;4
150433;4
117665;4
218200;4
169602;4
139851;4
147475;4
155152;4
169979;4
124264;4
121243;4
151626;4
130075;4
105011;4
211724;4
172005;4
152913;4
204864;4
225979;4
185698;4
192453;4
231878;4
225666;4
128889;4
188779;4
165626;4
216709;4
891308;4
892875;4
643038;4
112712;4
154163;4
129857;4
224154;4
147192;4
141716;4
197728;4
226743;4
186341;4
119660;4
194846;4
221937;4
111092;4
188723;4
197805;4
173675;4
200966;4
110874;4
112832;4
197745;4
158927;4
188336;4
222589;4
212155;4
310665;4
192738;4
194906;4
195765;4
225380;4
109555;4
196789;4
195225;4
183309;4
215349;4
140223;4
144980;4
147052;4
137083;4
176818;4
122821;4
112076;4
150381;4
183083;4
117401;4
205699;4
138122;4
197292;4
214425;4
198438;4
170751;4
885723;4
885176;4
231254;4
173394;4
183185;4
202007;4
227110;4
161087;4
200699;4
141030;4
186817;4
136605;4
112140;4
149080;4
133353;4
116039;4
222051;4
106774;4
196290;4
121360;4
194129;4
119559;4
157184;4
196565;4
213177;4
202592;4
164440;4
226837;4
149320;4
158236;4
108213;4
120881;4
187473;4
226752;4
162175;4
127676;4
117374;4
124312;4
209420;4
120288;4
216798;4
127815;4
118057;4
109941;4
192278;4
177417;4
172470;4
151640;4
105426;4
881917;4
883499;4
190263;4
193659;4
118673;4
161655;4
119639;4
195665;4
216261;4
184886;4
157100;4
141269;4
107924;4
109788;4
205365;4
225727;4
223457;4
217602;4
120436;4
154509;4
189782;4
169117;4
110991;4
147644;4
167745;4
152342;4
152285;4
152778;4
233037;4
166301;4
159636;4
213616;4
122957;4
114367;4
199247;4
215050;4
229112;4
132569;4
176197;4
165760;4
203478;4
195371;4
220280;4
111472;4
136381;4
119721;4
168091;4
111438;4
229798;4
228772;4
217738;4
120687;4
165828;4
165844;4
213016;4
112100;4
176868;4
218295;4
131149;4
125641;4
